x,y,label,datetime
11.633411732596482,190.41865955571464,c,2026-05-14 16:16:00
-0.3612899277180066,187.89483864486337,c,2026-05-14 16:16:00
4.8789112010194735,198.62116474851925,c,2026-05-14 16:16:00
6.563531686100976,208.66061507757675,c,2026-05-14 16:16:00
1.8400178218976129,214.1648371257409,c,2026-05-14 16:16:00
5.867448059591988,216.5197222989009,c,2026-05-14 16:16:00
5.338458571879409,220.2452316637004,c,2026-05-14 16:16:00
14.4955079891931,220.5374688333929,c,2026-05-14 16:16:00
7.931007364740504,213.62046593035245,c,2026-05-14 16:16:00
19.256198288933504,220.6848723955676,c,2026-05-14 16:16:00
22.004009833860582,223.26952802533697,c,2026-05-14 16:16:00
21.45780251772473,215.72228711318408,c,2026-05-14 16:16:00
12.51667611941738,220.6972455524686,c,2026-05-14 16:16:00
29.99347357587892,238.1754031524644,c,2026-05-14 16:16:00
27.54780963511249,239.6166128067157,c,2026-05-14 16:16:00
28.18049123745967,240.17620559882377,c,2026-05-14 16:16:00
30.678012486752497,236.8355652356386,c,2026-05-14 16:16:00
23.946513743754902,250.2047181829288,c,2026-05-14 16:16:00
35.48052335471834,250.13203204597843,c,2026-05-14 16:16:00
18.39717539921345,241.27482799574344,c,2026-05-14 16:16:00
34.41984919159842,255.24563368333736,c,2026-05-14 16:16:00
26.84728011132028,254.6152382079679,c,2026-05-14 16:16:00
26.93769288601949,268.02068216891064,c,2026-05-14 16:16:00
45.213523013202256,271.41653977558974,c,2026-05-14 16:16:00
45.70967717489874,260.3206710502967,c,2026-05-14 16:16:00
31.990920120037043,262.7034958366988,c,2026-05-14 16:16:00
45.29580813098735,265.40105091133535,c,2026-05-14 16:16:00
53.58382606451706,271.71115370154206,c,2026-05-14 16:16:00
42.21833010889929,289.7438417861304,c,2026-05-14 16:16:00
60.74458676758594,285.77130346075216,c,2026-05-14 16:16:00
54.19140096462064,295.45156052062265,c,2026-05-14 16:16:00
70.38678700243118,301.11060638653885,c,2026-05-14 16:16:00
54.261520349959056,303.1177601050522,c,2026-05-14 16:16:00
73.68450948107245,305.14347127569334,c,2026-05-14 16:16:00
72.71245342206187,299.414568993025,c,2026-05-14 16:16:00
72.3823987443353,296.58116170551534,c,2026-05-14 16:16:00
60.39407636983228,293.3732784565897,c,2026-05-14 16:16:00
73.1541390970027,301.4165613343183,c,2026-05-14 16:16:00
68.54212274051388,310.39102732298164,c,2026-05-14 16:16:00
77.08613777800997,297.4007051277184,c,2026-05-14 16:16:00
87.16463330393654,295.1466962146419,c,2026-05-14 16:16:00
74.01230579368497,294.2959913946067,c,2026-05-14 16:16:00
86.69583229246672,302.9303824785929,c,2026-05-14 16:16:00
94.38589873139422,304.24863321883555,c,2026-05-14 16:16:00
95.65589665959814,296.02875356495326,c,2026-05-14 16:16:00
95.63711995639405,300.57179763193744,c,2026-05-14 16:16:00
92.70979052866444,292.20384388468966,c,2026-05-14 16:16:00
101.23773774143388,305.51970511439856,c,2026-05-14 16:16:00
94.90215662007094,295.4843338103857,c,2026-05-14 16:16:00
102.5366654892144,297.70526804157186,c,2026-05-14 16:16:00
105.01267355457732,302.64421926475467,c,2026-05-14 16:16:00
106.690577454658,293.01659689510365,c,2026-05-14 16:16:00
108.55819250118088,286.8086270794536,c,2026-05-14 16:16:00
116.5334395580789,289.50725381923854,c,2026-05-14 16:16:00
112.80382595666474,288.9320349447156,c,2026-05-14 16:16:00
111.6204131522424,284.34307060565754,c,2026-05-14 16:16:00
114.61621232232476,282.86501777124454,c,2026-05-14 16:16:00
130.11732654907155,290.0379964345493,c,2026-05-14 16:16:00
127.5635039375584,272.51904278529173,c,2026-05-14 16:16:00
127.20029692307116,275.3381396979814,c,2026-05-14 16:16:00
122.88816527891856,278.29946046636803,c,2026-05-14 16:16:00
128.52925010145432,269.4983756398177,c,2026-05-14 16:16:00
135.21361671863124,260.04329292025227,c,2026-05-14 16:16:00
134.3967653161274,264.2603885094071,c,2026-05-14 16:16:00
135.63294587902743,266.16036860715667,c,2026-05-14 16:16:00
137.026216594635,258.8364352650254,c,2026-05-14 16:16:00
147.26935853067408,262.86215565504466,c,2026-05-14 16:16:00
147.63427295052486,242.84251259891823,c,2026-05-14 16:16:00
155.05795651963854,259.27827689302285,c,2026-05-14 16:16:00
141.85529544717335,251.96342152953773,c,2026-05-14 16:16:00
150.63519561762217,240.85024949704743,c,2026-05-14 16:16:00
157.90506791884104,233.2080041080191,c,2026-05-14 16:16:00
155.5338862346519,240.818714455171,c,2026-05-14 16:16:00
160.83446544865515,232.6643542764343,c,2026-05-14 16:16:00
149.7190480450572,222.27928410680408,c,2026-05-14 16:16:00
148.92781096223555,231.9537130728513,c,2026-05-14 16:16:00
152.1050586799436,235.97969993465009,c,2026-05-14 16:16:00
166.24922434377888,218.0610527495871,c,2026-05-14 16:16:00
161.77166287322652,226.4357265210552,c,2026-05-14 16:16:00
153.5245985351947,207.37821150528976,c,2026-05-14 16:16:00
164.3793597514983,218.1581556686484,c,2026-05-14 16:16:00
161.9792255759425,214.46993608448344,c,2026-05-14 16:16:00
171.42872045641155,216.62837995209915,c,2026-05-14 16:16:00
